version,question_ID,source,status,reference_role,predicted_role,reference_step,predicted_step,role_correct,step_exact,step_within_5,absolute_step_error
v4,vitabench__062,vitabench,ok,Computer_terminal,Action_Expert,61,40,False,False,False,21
v4,vitabench__065,vitabench,ok,Action_Expert,Action_Expert,13,4,True,False,False,9
v4,vitabench__070,vitabench,ok,Action_Expert,Action_Expert,48,48,True,True,True,0
v4,vitabench__072,vitabench,ok,Action_Expert,Action_Expert,14,16,True,False,True,2
v4,vitabench__076,vitabench,ok,Action_Expert,Action_Expert,10,34,True,False,False,24
v4,vitabench__083,vitabench,ok,Action_Expert,Action_Expert,90,104,True,False,False,14
v4,vitabench__084,vitabench,ok,Action_Expert,Action_Expert,12,12,True,True,True,0
v4,vitabench__086,vitabench,ok,Action_Expert,Action_Expert,26,34,True,False,False,8
v4,vitabench__087,vitabench,ok,Action_Expert,Action_Expert,34,40,True,False,False,6
v4,vitabench__089,vitabench,ok,Action_Expert,Action_Expert,8,8,True,True,True,0
v4,vitabench__095,vitabench,ok,Computer_terminal,Action_Expert,15,12,False,False,True,3
v4,vitabench__096,vitabench,ok,Action_Expert,Action_Expert,20,20,True,True,True,0
v4,vitabench__097,vitabench,ok,Action_Expert,Action_Expert,16,16,True,True,True,0
v4,vitabench__099,vitabench,ok,Computer_terminal,Action_Expert,17,26,False,False,False,9
v4,vitabench__101,vitabench,ok,Action_Expert,Action_Expert,14,35,True,False,False,21
v4,vitabench__105,vitabench,ok,Action_Expert,Action_Expert,21,30,True,False,False,9
v4,webarena_verified__004,webarena_verified,ok,Task_Planner,Action_Expert,42,46,False,False,True,4
v4,webarena_verified__006,webarena_verified,ok,Verification_Expert,Task_Planner,28,55,False,False,False,27
v4,webarena_verified__010,webarena_verified,ok,Action_Expert,Action_Expert,46,36,True,False,False,10
v4,webarena_verified__011,webarena_verified,ok,Task_Planner,Task_Planner,2,2,True,True,True,0
v4,webarena_verified__012,webarena_verified,ok,Verification_Expert,Action_Expert,18,16,False,False,True,2
v4,webarena_verified__013,webarena_verified,ok,Action_Expert,Task_Planner,6,2,False,False,True,4
v4,webarena_verified__015,webarena_verified,ok,Task_Planner,Task_Planner,34,9,True,False,False,25
v4,webarena_verified__016,webarena_verified,ok,Action_Expert,Task_Planner,6,25,False,False,False,19
v4,webarena_verified__024,webarena_verified,ok,Task_Planner,Task_Planner,44,54,True,False,False,10
v4,webarena_verified__025,webarena_verified,ok,Verification_Expert,Verification_Expert,9,58,True,False,False,49
v4,webarena_verified__027,webarena_verified,ok,Action_Expert,Verification_Expert,36,36,False,True,True,0
v4,webarena_verified__028,webarena_verified,ok,Task_Planner,Task_Planner,34,36,True,False,True,2
v4,webarena_verified__029,webarena_verified,ok,Action_Expert,Task_Planner,46,34,False,False,False,12
v4,webarena_verified__039,webarena_verified,ok,Verification_Expert,Verification_Expert,8,46,True,False,False,38
v4,webarena_verified__042,webarena_verified,ok,Verification_Expert,Action_Expert,29,45,False,False,False,16
v4,webarena_verified__045,webarena_verified,ok,Action_Expert,Task_Planner,6,45,False,False,False,39
v4,webarena_verified__046,webarena_verified,ok,Action_Expert,Action_Expert,56,56,True,True,True,0
v4,webarena_verified__047,webarena_verified,ok,Verification_Expert,Task_Planner,19,36,False,False,False,17
v4,webarena_verified__048,webarena_verified,ok,Task_Planner,Action_Expert,2,46,False,False,False,44
v4,webarena_verified__054,webarena_verified,ok,Action_Expert,Task_Planner,56,26,False,False,False,30
v4,webarena_verified__058,webarena_verified,ok,Action_Expert,Action_Expert,46,46,True,True,True,0
v4,webarena_verified__071,webarena_verified,ok,Task_Planner,Task_Planner,4,54,True,False,False,50
v4,webarena_verified__082,webarena_verified,ok,Action_Expert,Verification_Expert,56,56,False,True,True,0
v4,webarena_verified__083,webarena_verified,ok,Task_Planner,Task_Planner,7,6,True,False,True,1
v4,webarena_verified__092,webarena_verified,ok,Verification_Expert,Verification_Expert,8,8,True,True,True,0
v4,webarena_verified__093,webarena_verified,ok,Task_Planner,Task_Planner,14,13,True,False,True,1
v4,webarena_verified__096,webarena_verified,ok,Action_Expert,Verification_Expert,46,46,False,True,True,0
v4,webarena_verified__097,webarena_verified,ok,Action_Expert,Task_Planner,46,6,False,False,False,40
v4,webarena_verified__106,webarena_verified,ok,Action_Expert,Verification_Expert,46,38,False,False,False,8
v4,webarena_verified__113,webarena_verified,ok,Action_Expert,Task_Planner,46,34,False,False,False,12
v4,webarena_verified__115,webarena_verified,ok,Task_Planner,Task_Planner,34,16,True,False,False,18
v4,webarena_verified__117,webarena_verified,ok,Action_Expert,Action_Expert,16,14,True,False,True,2
v4,webarena_verified__126,webarena_verified,ok,Action_Expert,Task_Planner,6,6,False,True,True,0
v4,webarena_verified__133,webarena_verified,ok,Action_Expert,Task_Planner,6,14,False,False,False,8
v4,webarena_verified__135,webarena_verified,ok,Action_Expert,Task_Planner,46,14,False,False,False,32
v4,webarena_verified__139,webarena_verified,ok,Action_Expert,Task_Planner,56,34,False,False,False,22
v4,webarena_verified__141,webarena_verified,ok,Action_Expert,Task_Planner,56,36,False,False,False,20
v4,webarena_verified__151,webarena_verified,ok,Action_Expert,Action_Expert,56,6,True,False,False,50
v4,webarena_verified__158,webarena_verified,ok,Action_Expert,Action_Expert,56,56,True,True,True,0
v4,webarena_verified__160,webarena_verified,ok,Task_Planner,Task_Planner,15,54,True,False,False,39
v5,swe_bench_pro__008,swe_bench_pro,ok,ActionAgent,ActionAgent,54,64,True,False,False,10
v5,swe_bench_pro__009,swe_bench_pro,ok,ActionAgent,ActionAgent,52,46,True,False,False,6
v5,swe_bench_pro__010,swe_bench_pro,ok,ActionAgent,ActionAgent,76,76,True,True,True,0
v5,swe_bench_pro__012,swe_bench_pro,ok,DiagnostAgent (-> ActionAgent),ActionAgent,21,32,False,False,False,11
v5,swe_bench_pro__013,swe_bench_pro,ok,DiagnostAgent (-> ActionAgent),ActionAgent,23,26,False,False,True,3
v5,swe_bench_pro__018,swe_bench_pro,ok,DiagnostAgent,ActionAgent,23,25,False,False,True,2
v5,swe_bench_pro__019,swe_bench_pro,ok,DiagnostAgent (-> ActionAgent),ActionAgent,57,180,False,False,False,123
v5,swe_bench_pro__024,swe_bench_pro,ok,DiagnostAgent (-> ActionAgent),ActionAgent,44,42,False,False,True,2
v5,swe_bench_pro__025,swe_bench_pro,ok,DiagnostAgent (-> ActionAgent),ActionAgent,42,36,False,False,False,6
v5,swe_bench_pro__033,swe_bench_pro,ok,ActionAgent,ActionAgent,99,109,True,False,False,10
v5,swe_bench_pro__034,swe_bench_pro,ok,DiagnostAgent (-> ActionAgent),JudgeAgent,66,184,False,False,False,118
v5,swe_bench_pro__035,swe_bench_pro,ok,DiagnostAgent (-> ActionAgent),ActionAgent,25,62,False,False,False,37
v5,swe_bench_pro__036,swe_bench_pro,ok,DiagnostAgent,ActionAgent,25,88,False,False,False,63
v5,swe_bench_pro__039,swe_bench_pro,ok,DiagnostAgent (-> ActionAgent),ActionAgent,43,62,False,False,False,19
v5,swe_bench_pro__044,swe_bench_pro,ok,DiagnostAgent (-> ActionAgent),ActionAgent,57,293,False,False,False,236
v5,swe_bench_pro__047,swe_bench_pro,ok,ActionAgent,ActionAgent,133,112,True,False,False,21
v5,swe_bench_pro__048,swe_bench_pro,ok,DiagnostAgent (-> ActionAgent),DiagnostAgent,33,31,True,False,True,2
v5,swe_bench_pro__049,swe_bench_pro,ok,ActionAgent,JudgeAgent,44,101,False,False,False,57
v5,swe_bench_pro__054,swe_bench_pro,ok,DiagnostAgent (-> ActionAgent),ActionAgent,51,192,False,False,False,141
v5,swe_bench_pro__057,swe_bench_pro,ok,DiagnostAgent,ActionAgent,80,123,False,False,False,43
v5,swe_bench_pro__058,swe_bench_pro,ok,ActionAgent,ActionAgent,40,40,True,True,True,0
v5,swe_bench_pro__065,swe_bench_pro,ok,ActionAgent,ActionAgent,43,42,True,False,True,1
v5,swe_bench_pro__068,swe_bench_pro,ok,DiagnostAgent (-> ActionAgent),ActionAgent,37,114,False,False,False,77
v5,swe_bench_pro__070,swe_bench_pro,ok,DiagnostAgent (-> ActionAgent),DiagnostAgent,23,23,True,True,True,0
v5,swe_bench_pro__071,swe_bench_pro,ok,DiagnostAgent (-> ActionAgent),ActionAgent,27,89,False,False,False,62
v5,swe_bench_pro__074,swe_bench_pro,ok,DiagnostAgent (-> ActionAgent),ActionAgent,205,220,False,False,False,15
v5,swe_bench_pro__076,swe_bench_pro,ok,DiagnostAgent (-> ActionAgent),JudgeAgent,43,78,False,False,False,35
v5,swe_bench_pro__084,swe_bench_pro,ok,DiagnostAgent (-> ActionAgent),ActionAgent,77,75,False,False,True,2
v5,swe_bench_pro__094,swe_bench_pro,ok,DiagnostAgent,ActionAgent,35,110,False,False,False,75
v5,swe_bench_pro__095,swe_bench_pro,ok,DiagnostAgent (-> ActionAgent),DiagnostAgent,21,157,True,False,False,136
v5,swe_bench_pro__096,swe_bench_pro,ok,ActionAgent,JudgeAgent,38,336,False,False,False,298
v5,swe_bench_pro__104,swe_bench_pro,ok,DiagnostAgent (-> ActionAgent),JudgeAgent,29,58,False,False,False,29
v5,swe_bench_pro__105,swe_bench_pro,ok,Computer_terminal,ActionAgent,6,50,False,False,False,44
v5,swe_bench_pro__112,swe_bench_pro,ok,DiagnostAgent (-> ActionAgent),ActionAgent,13,30,False,False,False,17
v5,swe_bench_pro__114,swe_bench_pro,ok,DiagnostAgent (-> ActionAgent),JudgeAgent,21,55,False,False,False,34
v5,swe_bench_pro__115,swe_bench_pro,ok,DiagnostAgent (-> ActionAgent),JudgeAgent,45,45,False,True,True,0
v5,swe_bench_pro__116,swe_bench_pro,ok,DiagnostAgent (-> ActionAgent),JudgeAgent,17,123,False,False,False,106
v5,swe_bench_pro__121,swe_bench_pro,ok,DiagnostAgent (-> ActionAgent),ActionAgent,15,20,False,False,True,5
v5,swe_bench_pro__124,swe_bench_pro,ok,ActionAgent,ActionAgent,52,53,True,False,True,1
v5,swe_bench_pro__125,swe_bench_pro,ok,DiagnostAgent (-> ActionAgent),ActionAgent,35,35,False,True,True,0
v5,terminal_bench_2__001,terminal_bench_2,ok,ActionAgent,ActionAgent,212,212,True,True,True,0
v5,terminal_bench_2__002,terminal_bench_2,error,ActionAgent,,64,,False,False,False,
v5,terminal_bench_2__003,terminal_bench_2,ok,DiagnostAgent (-> ActionAgent),ActionAgent,10,13,False,False,True,3
v5,terminal_bench_2__004,terminal_bench_2,ok,DiagnostAgent (-> ActionAgent),JudgeAgent,69,78,False,False,False,9
v5,terminal_bench_2__005,terminal_bench_2,ok,DiagnostAgent,DiagnostAgent,28,252,True,False,False,224
v5,terminal_bench_2__006,terminal_bench_2,ok,DiagnostAgent (-> ActionAgent),JudgeAgent,53,5,False,False,False,48
v5,terminal_bench_2__007,terminal_bench_2,ok,DiagnostAgent (-> ActionAgent),DiagnostAgent,28,28,True,True,True,0
v5,terminal_bench_2__008,terminal_bench_2,ok,DiagnostAgent (-> ActionAgent),ActionAgent,3,6,False,False,True,3
v5,terminal_bench_2__009,terminal_bench_2,ok,DiagnostAgent (-> ActionAgent),ActionAgent,5,177,False,False,False,172
v5,terminal_bench_2__011,terminal_bench_2,ok,DiagnostAgent (-> ActionAgent),ActionAgent,3,6,False,False,True,3
v5,terminal_bench_2__012,terminal_bench_2,ok,ActionAgent,ActionAgent,36,36,True,True,True,0
v5,terminal_bench_2__013,terminal_bench_2,ok,DiagnostAgent,DiagnostAgent,15,15,True,True,True,0
v5,terminal_bench_2__014,terminal_bench_2,ok,DiagnostAgent (-> ActionAgent),ActionAgent,7,7,False,True,True,0
v5,terminal_bench_2__015,terminal_bench_2,ok,ActionAgent,DiagnostAgent,12,19,False,False,False,7
v5,terminal_bench_2__016,terminal_bench_2,error,JudgeAgent,,398,,False,False,False,
v5,terminal_bench_2__017,terminal_bench_2,ok,DiagnostAgent (-> ActionAgent),ActionAgent,143,5,False,False,False,138
v5,terminal_bench_2__018,terminal_bench_2,ok,DiagnostAgent (-> ActionAgent),ActionAgent,44,44,False,True,True,0
v5,terminal_bench_2__020,terminal_bench_2,ok,ActionAgent,ActionAgent,14,6,True,False,False,8
v5,terminal_bench_2__021,terminal_bench_2,ok,ActionAgent,ActionAgent,14,14,True,True,True,0
v5,terminal_bench_2__022,terminal_bench_2,ok,DiagnostAgent (-> ActionAgent),DiagnostAgent,5,5,True,True,True,0
v5,terminal_bench_2__023,terminal_bench_2,ok,ActionAgent,ActionAgent,20,43,True,False,False,23
v5,terminal_bench_2__024,terminal_bench_2,ok,DiagnostAgent (-> ActionAgent),ActionAgent,3,14,False,False,False,11
v5,terminal_bench_2__025,terminal_bench_2,ok,ActionAgent,ActionAgent,73,73,True,True,True,0
v5,terminal_bench_2__026,terminal_bench_2,ok,ActionAgent,DiagnostAgent,51,22,False,False,False,29
v5,terminal_bench_2__027,terminal_bench_2,ok,JudgeAgent,ActionAgent,517,161,False,False,False,356
v5,terminal_bench_2__028,terminal_bench_2,ok,Computer_terminal,DiagnostAgent,57,3,False,False,False,54
v5,terminal_bench_2__029,terminal_bench_2,error,JudgeAgent,,94,,False,False,False,
v5,terminal_bench_2__030,terminal_bench_2,ok,ActionAgent,ActionAgent,52,26,True,False,False,26
v5,terminal_bench_2__031,terminal_bench_2,ok,ActionAgent,ActionAgent,160,20,True,False,False,140
v5,terminal_bench_2__032,terminal_bench_2,error,DiagnostAgent (-> ActionAgent),,182,,False,False,False,
v5,terminal_bench_2__033,terminal_bench_2,ok,ActionAgent,ActionAgent,29,27,True,False,True,2
v5,terminal_bench_2__034,terminal_bench_2,ok,ActionAgent,ActionAgent,47,47,True,True,True,0
v5,terminal_bench_2__035,terminal_bench_2,ok,ActionAgent,ActionAgent,72,70,True,False,True,2
v5,terminal_bench_2__036,terminal_bench_2,ok,ActionAgent,ActionAgent,87,68,True,False,False,19
v5,terminal_bench_2__037,terminal_bench_2,ok,DiagnostAgent (-> ActionAgent),ActionAgent,179,188,False,False,False,9
v5,terminal_bench_2__038,terminal_bench_2,error,DiagnostAgent,,9,,False,False,False,
v5,terminal_bench_2__039,terminal_bench_2,ok,DiagnostAgent,ActionAgent,107,6,False,False,False,101
v5,terminal_bench_2__040,terminal_bench_2,ok,ActionAgent,ActionAgent,85,85,True,True,True,0
v5,terminal_bench_2__041,terminal_bench_2,ok,ActionAgent,ActionAgent,180,277,True,False,False,97
v5,terminal_bench_2__042,terminal_bench_2,ok,DiagnostAgent (-> ActionAgent),ActionAgent,330,15,False,False,False,315
v5,travelplanner__039,travelplanner,ok,verifier_agent,food_attr_agent,54,134,False,False,False,80
v5,travelplanner__041,travelplanner,ok,stay_agent,verifier_agent,46,166,False,False,False,120
v5,travelplanner__064,travelplanner,ok,manager_agent,manager_agent,284,267,True,False,False,17
v5,travelplanner__071,travelplanner,ok,transport_agent,transport_agent,219,27,True,False,False,192
v5,travelplanner__073,travelplanner,ok,verifier_agent,verifier_agent,161,158,True,False,True,3
v5,travelplanner__187,travelplanner,ok,stay_agent,stay_agent,97,62,True,False,False,35
v5,travelplanner__221,travelplanner,ok,stay_agent,verifier_agent,31,117,False,False,False,86
v5,travelplanner__229,travelplanner,ok,food_attr_agent,transport_agent,238,238,False,True,True,0
v5,travelplanner__240,travelplanner,ok,stay_agent,manager_agent,39,84,False,False,False,45
v5,travelplanner__243,travelplanner,ok,Task_Planner,manager_agent,1,34,False,False,False,33
v5,travelplanner__248,travelplanner,ok,stay_agent,stay_agent,45,87,True,False,False,42
v5,travelplanner__249,travelplanner,ok,stay_agent,manager_agent,69,70,False,False,True,1
v5,travelplanner__256,travelplanner,ok,manager_agent,manager_agent,114,47,True,False,False,67
v5,travelplanner__283,travelplanner,ok,food_attr_agent,manager_agent,70,83,False,False,False,13
v5,travelplanner__293,travelplanner,ok,verifier_agent,verifier_agent,132,141,True,False,False,9
v5,travelplanner__297,travelplanner,ok,transport_agent,food_attr_agent,84,115,False,False,False,31
v5,travelplanner__339,travelplanner,ok,food_attr_agent,stay_agent,78,29,False,False,False,49
v5,travelplanner__348,travelplanner,ok,stay_agent,stay_agent,149,67,True,False,False,82
v5,travelplanner__352,travelplanner,ok,verifier_agent,verifier_agent,126,17,True,False,False,109
v5,travelplanner__369,travelplanner,ok,Computer_terminal,manager_agent,84,8,False,False,False,76
v5,travelplanner__446,travelplanner,ok,stay_agent,verifier_agent,42,42,False,True,True,0
v5,travelplanner__452,travelplanner,ok,stay_agent,stay_agent,136,173,True,False,False,37
v5,travelplanner__456,travelplanner,ok,stay_agent,manager_agent,88,26,False,False,False,62
v5,travelplanner__458,travelplanner,ok,stay_agent,manager_agent,84,148,False,False,False,64
v5,travelplanner__467,travelplanner,ok,Task_Planner,manager_agent,2,16,False,False,False,14
v5,travelplanner__478,travelplanner,ok,food_attr_agent,manager_agent,169,32,False,False,False,137
v5,travelplanner__525,travelplanner,ok,stay_agent,stay_agent,70,64,True,False,False,6
v5,travelplanner__540,travelplanner,ok,Task_Planner,food_attr_agent,107,104,False,False,True,3
v5,travelplanner__606,travelplanner,ok,manager_agent,manager_agent,20,21,True,False,True,1
v5,travelplanner__607,travelplanner,ok,food_attr_agent,stay_agent,65,88,False,False,False,23
v5,travelplanner__638,travelplanner,ok,manager_agent,manager_agent,14,14,True,True,True,0
v5,travelplanner__640,travelplanner,ok,stay_agent,stay_agent,108,194,True,False,False,86
v5,travelplanner__643,travelplanner,ok,verifier_agent,manager_agent,161,161,False,True,True,0
v5,travelplanner__645,travelplanner,ok,stay_agent,transport_agent,130,108,False,False,False,22
v5,travelplanner__646,travelplanner,ok,Task_Planner,stay_agent,65,104,False,False,False,39
v5,travelplanner__664,travelplanner,ok,Task_Planner,stay_agent,88,74,False,False,False,14
v5,travelplanner__679,travelplanner,ok,Task_Planner,stay_agent,259,259,False,True,True,0
v5,travelplanner__681,travelplanner,ok,Computer_terminal,manager_agent,35,31,False,False,True,4
v5,travelplanner__684,travelplanner,ok,manager_agent,food_attr_agent,22,152,False,False,False,130
v5,travelplanner__685,travelplanner,ok,manager_agent,manager_agent,173,167,True,False,False,6
v5,vitabench__005,vitabench,ok,Action_Expert,Action_Expert,14,14,True,True,True,0
v5,vitabench__008,vitabench,ok,Computer_terminal,Action_Expert,51,25,False,False,False,26
v5,vitabench__010,vitabench,ok,Action_Expert,Action_Expert,23,44,True,False,False,21
v5,vitabench__013,vitabench,ok,Action_Expert,Action_Expert,40,30,True,False,False,10
v5,vitabench__022,vitabench,ok,Action_Expert,Action_Expert,12,5,True,False,False,7
v5,vitabench__025,vitabench,ok,Action_Expert,Action_Expert,58,10,True,False,False,48
v5,vitabench__028,vitabench,ok,Computer_terminal,Action_Expert,33,8,False,False,False,25
v5,vitabench__030,vitabench,ok,Action_Expert,Action_Expert,6,6,True,True,True,0
v5,vitabench__031,vitabench,ok,Action_Expert,Action_Expert,40,39,True,False,True,1
v5,vitabench__032,vitabench,ok,Action_Expert,Action_Expert,4,98,True,False,False,94
v5,vitabench__034,vitabench,ok,Action_Expert,Action_Expert,36,36,True,True,True,0
v5,vitabench__037,vitabench,ok,Action_Expert,Action_Expert,16,37,True,False,False,21
v5,vitabench__040,vitabench,ok,Action_Expert,Action_Expert,20,74,True,False,False,54
v5,vitabench__041,vitabench,ok,Computer_terminal,Action_Expert,1,18,False,False,False,17
v5,vitabench__042,vitabench,ok,Action_Expert,Action_Expert,41,54,True,False,False,13
v5,vitabench__045,vitabench,ok,Action_Expert,Action_Expert,54,32,True,False,False,22
v5,vitabench__046,vitabench,ok,Action_Expert,Action_Expert,2,2,True,True,True,0
v5,vitabench__048,vitabench,ok,Action_Expert,Action_Expert,26,48,True,False,False,22
v5,vitabench__049,vitabench,ok,Action_Expert,Action_Expert,4,4,True,True,True,0
v5,vitabench__050,vitabench,ok,Action_Expert,Action_Expert,2,2,True,True,True,0
v5,vitabench__054,vitabench,ok,Action_Expert,Action_Expert,10,10,True,True,True,0
v5,vitabench__057,vitabench,ok,Action_Expert,Action_Expert,4,50,True,False,False,46
v5,vitabench__058,vitabench,ok,Action_Expert,Action_Expert,34,20,True,False,False,14
v5,vitabench__061,vitabench,ok,Action_Expert,Action_Expert,2,2,True,True,True,0
v5,vitabench__062,vitabench,ok,Computer_terminal,Action_Expert,61,22,False,False,False,39
v5,vitabench__065,vitabench,ok,Action_Expert,Action_Expert,13,4,True,False,False,9
v5,vitabench__070,vitabench,ok,Action_Expert,Action_Expert,48,48,True,True,True,0
v5,vitabench__072,vitabench,ok,Action_Expert,Action_Expert,14,16,True,False,True,2
v5,vitabench__076,vitabench,ok,Action_Expert,Action_Expert,10,34,True,False,False,24
v5,vitabench__083,vitabench,ok,Action_Expert,Action_Expert,90,7,True,False,False,83
v5,vitabench__084,vitabench,ok,Action_Expert,Action_Expert,12,12,True,True,True,0
v5,vitabench__086,vitabench,ok,Action_Expert,Action_Expert,26,19,True,False,False,7
v5,vitabench__087,vitabench,ok,Action_Expert,Action_Expert,34,34,True,True,True,0
v5,vitabench__089,vitabench,ok,Action_Expert,Action_Expert,8,8,True,True,True,0
v5,vitabench__095,vitabench,ok,Computer_terminal,Action_Expert,15,20,False,False,True,5
v5,vitabench__096,vitabench,ok,Action_Expert,Action_Expert,20,20,True,True,True,0
v5,vitabench__097,vitabench,ok,Action_Expert,Action_Expert,16,16,True,True,True,0
v5,vitabench__099,vitabench,ok,Computer_terminal,Action_Expert,17,22,False,False,True,5
v5,vitabench__101,vitabench,ok,Action_Expert,Action_Expert,14,35,True,False,False,21
v5,vitabench__105,vitabench,ok,Action_Expert,Action_Expert,21,19,True,False,True,2
v5,webarena_verified__004,webarena_verified,ok,Task_Planner,Action_Expert,42,46,False,False,True,4
v5,webarena_verified__006,webarena_verified,ok,Verification_Expert,Task_Planner,28,16,False,False,False,12
v5,webarena_verified__010,webarena_verified,ok,Action_Expert,Task_Planner,46,36,False,False,False,10
v5,webarena_verified__011,webarena_verified,ok,Task_Planner,Task_Planner,2,56,True,False,False,54
v5,webarena_verified__012,webarena_verified,ok,Verification_Expert,Action_Expert,18,16,False,False,True,2
v5,webarena_verified__013,webarena_verified,ok,Action_Expert,Task_Planner,6,2,False,False,True,4
v5,webarena_verified__015,webarena_verified,ok,Task_Planner,Verification_Expert,34,9,False,False,False,25
v5,webarena_verified__016,webarena_verified,ok,Action_Expert,Task_Planner,6,24,False,False,False,18
v5,webarena_verified__024,webarena_verified,ok,Task_Planner,Task_Planner,44,44,True,True,True,0
v5,webarena_verified__025,webarena_verified,ok,Verification_Expert,Task_Planner,9,2,False,False,False,7
v5,webarena_verified__027,webarena_verified,ok,Action_Expert,Verification_Expert,36,36,False,True,True,0
v5,webarena_verified__028,webarena_verified,ok,Task_Planner,Action_Expert,34,36,False,False,True,2
v5,webarena_verified__029,webarena_verified,ok,Action_Expert,Task_Planner,46,36,False,False,False,10
v5,webarena_verified__039,webarena_verified,ok,Verification_Expert,Verification_Expert,8,46,True,False,False,38
v5,webarena_verified__042,webarena_verified,ok,Verification_Expert,Task_Planner,29,46,False,False,False,17
v5,webarena_verified__045,webarena_verified,ok,Action_Expert,Task_Planner,6,44,False,False,False,38
v5,webarena_verified__046,webarena_verified,ok,Action_Expert,Action_Expert,56,56,True,True,True,0
v5,webarena_verified__047,webarena_verified,ok,Verification_Expert,Task_Planner,19,28,False,False,False,9
v5,webarena_verified__048,webarena_verified,ok,Task_Planner,Action_Expert,2,46,False,False,False,44
v5,webarena_verified__054,webarena_verified,ok,Action_Expert,Task_Planner,56,26,False,False,False,30
v5,webarena_verified__058,webarena_verified,ok,Action_Expert,Action_Expert,46,36,True,False,False,10
v5,webarena_verified__071,webarena_verified,ok,Task_Planner,Task_Planner,4,56,True,False,False,52
v5,webarena_verified__082,webarena_verified,ok,Action_Expert,Task_Planner,56,56,False,True,True,0
v5,webarena_verified__083,webarena_verified,ok,Task_Planner,Task_Planner,7,6,True,False,True,1
v5,webarena_verified__092,webarena_verified,ok,Verification_Expert,Verification_Expert,8,8,True,True,True,0
v5,webarena_verified__093,webarena_verified,ok,Task_Planner,Task_Planner,14,14,True,True,True,0
v5,webarena_verified__096,webarena_verified,ok,Action_Expert,Verification_Expert,46,6,False,False,False,40
v5,webarena_verified__097,webarena_verified,ok,Action_Expert,Task_Planner,46,6,False,False,False,40
v5,webarena_verified__106,webarena_verified,ok,Action_Expert,Action_Expert,46,36,True,False,False,10
v5,webarena_verified__113,webarena_verified,ok,Action_Expert,Task_Planner,46,34,False,False,False,12
v5,webarena_verified__115,webarena_verified,ok,Task_Planner,Task_Planner,34,16,True,False,False,18
v5,webarena_verified__117,webarena_verified,ok,Action_Expert,Action_Expert,16,14,True,False,True,2
v5,webarena_verified__126,webarena_verified,ok,Action_Expert,Action_Expert,6,26,True,False,False,20
v5,webarena_verified__133,webarena_verified,ok,Action_Expert,Action_Expert,6,16,True,False,False,10
v5,webarena_verified__135,webarena_verified,ok,Action_Expert,Action_Expert,46,6,True,False,False,40
v5,webarena_verified__139,webarena_verified,ok,Action_Expert,Task_Planner,56,2,False,False,False,54
v5,webarena_verified__141,webarena_verified,ok,Action_Expert,Action_Expert,56,36,True,False,False,20
v5,webarena_verified__151,webarena_verified,ok,Action_Expert,Action_Expert,56,6,True,False,False,50
v5,webarena_verified__158,webarena_verified,ok,Action_Expert,Action_Expert,56,56,True,True,True,0
v5,webarena_verified__160,webarena_verified,ok,Task_Planner,Action_Expert,15,6,False,False,False,9
